State Name,State Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
AZ,4,1/16/20,65,Moderate,PM2.5,04-013-4020,27
AZ,4,1/17/20,47,Good,PM2.5,04-013-4003,27
AZ,4,1/18/20,89,Moderate,PM2.5,04-013-0019,27
AZ,4,1/19/20,89,Moderate,PM2.5,04-013-0019,27
AZ,4,1/20/20,56,Moderate,PM10,04-013-4009,27
AZ,4,1/21/20,34,Good,PM2.5,04-013-1004,27
AZ,4,1/22/20,55,Moderate,PM2.5,04-013-9997,27
AZ,4,1/23/20,72,Moderate,PM2.5,04-013-4020,27
AZ,4,1/24/20,72,Moderate,PM2.5,04-013-4020,27
AZ,4,1/25/20,97,Moderate,PM2.5,04-013-9997,27
AZ,4,1/26/20,72,Moderate,PM2.5,04-013-4003,27
AZ,4,1/27/20,67,Moderate,PM2.5,04-013-4020,27
AZ,4,1/28/20,52,Moderate,PM2.5,04-013-4020,27
AZ,4,1/29/20,59,Moderate,PM10,04-013-4009,27
AZ,4,1/30/20,52,Moderate,PM10,04-013-4009,27
AZ,4,1/31/20,61,Moderate,PM2.5,04-013-4020,27
AZ,4,2/1/20,110,Unhealthy for Sensitive Groups,PM2.5,04-013-9997,27
AZ,4,2/2/20,62,Moderate,PM2.5,04-013-0019,27
AZ,4,2/3/20,73,Moderate,PM10,04-013-4009,27
AZ,4,2/4/20,39,Good,Ozone,04-013-9508,27
AZ,4,2/5/20,46,Good,PM10,04-013-4009,27
AZ,4,2/6/20,54,Moderate,PM10,04-013-4009,27
AZ,4,2/7/20,64,Moderate,PM2.5,04-013-4020,27
AZ,4,2/8/20,76,Moderate,PM2.5,04-013-4020,27
AZ,4,2/9/20,46,Good,PM2.5,04-013-4003,27
AZ,4,2/10/20,51,Moderate,PM10,04-013-4009,27
AZ,4,2/11/20,39,Good,Ozone,04-013-9508,27
AZ,4,2/12/20,50,Good,PM2.5,04-013-4020,27
AZ,4,2/13/20,64,Moderate,PM2.5,04-013-4020,27
AZ,4,2/14/20,65,Moderate,PM2.5,04-013-4020,27
AZ,4,2/15/20,70,Moderate,PM2.5,04-013-4020,27
AZ,4,2/16/20,64,Moderate,Ozone,04-013-2005,27
AZ,4,2/17/20,74,Moderate,Ozone,04-013-2005,27
AZ,4,2/18/20,64,Moderate,PM2.5,04-013-4020,27
AZ,4,2/19/20,62,Moderate,PM10,04-013-9997,27
AZ,4,2/20/20,62,Moderate,PM2.5,04-013-4020,27
AZ,4,2/21/20,53,Moderate,PM10,04-013-4009,26
AZ,4,2/22/20,35,Good,Ozone,04-013-3002,27
AZ,4,2/23/20,43,Good,Ozone,04-013-1010,27
AZ,4,2/24/20,51,Moderate,PM2.5,04-013-4020,27
AZ,4,2/25/20,47,Good,Ozone,04-013-1010,27
AZ,4,2/26/20,42,Good,NO2,04-013-4020,27
AZ,4,2/27/20,56,Moderate,PM2.5,04-013-4020,27
AZ,4,2/28/20,70,Moderate,PM2.5,04-013-4020,27
AZ,4,2/29/20,54,Moderate,PM2.5,04-013-4020,27
AZ,4,3/1/20,44,Good,Ozone,04-013-9702,27
AZ,4,3/2/20,41,Good,Ozone,04-013-4010,27
AZ,4,3/3/20,42,Good,Ozone,04-013-9508,27
AZ,4,3/4/20,44,Good,Ozone,04-013-9508,26
AZ,4,3/5/20,45,Good,Ozone,04-013-4020,27
AZ,4,3/6/20,50,Good,Ozone,04-013-4010,27
AZ,4,3/7/20,54,Moderate,PM10,04-013-7020,27
AZ,4,3/8/20,43,Good,Ozone,04-013-4008,27
AZ,4,3/9/20,48,Good,PM10,04-013-7020,27
AZ,4,3/10/20,40,Good,Ozone,04-013-9508,27
AZ,4,3/11/20,37,Good,PM2.5,04-013-4020,27
AZ,4,3/12/20,32,Good,Ozone,04-013-2005,27
AZ,4,3/13/20,34,Good,Ozone,04-013-2005,26
AZ,4,3/14/20,43,Good,PM2.5,04-013-4020,26
AZ,4,3/15/20,44,Good,Ozone,04-013-4008,26
AZ,4,3/16/20,48,Good,Ozone,04-013-2005,26
AZ,4,3/17/20,41,Good,Ozone,04-013-4008,27
AZ,4,3/18/20,44,Good,Ozone,04-013-9508,27
AZ,4,3/19/20,49,Good,Ozone,04-013-9508,27
AZ,4,3/20/20,50,Good,Ozone,04-013-9508,27
AZ,4,3/21/20,58,Moderate,Ozone,04-013-9702,27
AZ,4,3/22/20,54,Moderate,Ozone,04-013-9508,27
AZ,4,3/23/20,51,Moderate,Ozone,04-013-9508,27
AZ,4,3/24/20,71,Moderate,Ozone,04-013-9508,27
AZ,4,3/25/20,64,Moderate,Ozone,04-013-9508,27
AZ,4,3/26/20,46,Good,Ozone,04-013-9704,27
AZ,4,3/27/20,49,Good,Ozone,04-013-9702,27
AZ,4,3/28/20,49,Good,Ozone,04-013-1010,27
AZ,4,3/29/20,64,Moderate,Ozone,04-013-9702,27
AZ,4,3/30/20,67,Moderate,Ozone,04-013-9702,27
AZ,4,3/31/20,54,Moderate,Ozone,04-013-1010,27
AZ,4,4/1/20,74,Moderate,Ozone,04-013-9704,28
AZ,4,4/2/20,50,Good,Ozone,04-013-9508,28
AZ,4,4/3/20,58,Moderate,Ozone,04-013-4008,28
AZ,4,4/4/20,71,Moderate,Ozone,04-013-4008,28
AZ,4,4/5/20,48,Good,Ozone,04-013-4008,28
AZ,4,4/6/20,48,Good,Ozone,04-013-4008,28
AZ,4,4/7/20,46,Good,Ozone,04-013-4008,28
AZ,4,4/8/20,56,Moderate,PM10,04-013-4009,28
AZ,4,4/9/20,58,Moderate,Ozone,04-013-4008,28
AZ,4,4/10/20,74,Moderate,Ozone,04-013-1010,28
AZ,4,4/11/20,45,Good,Ozone,04-013-4008,28
AZ,4,4/12/20,47,Good,Ozone,04-013-9704,28
AZ,4,4/13/20,46,Good,Ozone,04-013-9702,28
AZ,4,4/14/20,51,Moderate,Ozone,04-013-1010,28
AZ,4,4/15/20,77,Moderate,Ozone,04-013-1010,28
AZ,4,4/16/20,64,Moderate,Ozone,04-013-9508,28
AZ,4,4/17/20,61,Moderate,Ozone,04-013-9508,28
AZ,4,4/18/20,50,Good,Ozone,04-013-9702,28
AZ,4,4/19/20,64,Moderate,Ozone,04-013-1010,28
AZ,4,4/20/20,77,Moderate,Ozone,04-013-9508,28
AZ,4,4/21/20,64,Moderate,Ozone,04-013-9702,28
AZ,4,4/22/20,80,Moderate,Ozone,04-013-1010,28
AZ,4,4/23/20,77,Moderate,Ozone,04-013-1010,28
AZ,4,4/24/20,90,Moderate,Ozone,04-013-1010,27
AZ,4,4/25/20,64,Moderate,Ozone,04-013-7003,27
AZ,4,4/26/20,87,Moderate,Ozone,04-013-1010,27
AZ,4,4/27/20,74,Moderate,Ozone,04-013-1010,28
AZ,4,4/28/20,126,Unhealthy for Sensitive Groups,Ozone,04-013-1010,28
AZ,4,4/29/20,133,Unhealthy for Sensitive Groups,Ozone,04-013-1010,28
AZ,4,4/30/20,101,Unhealthy for Sensitive Groups,Ozone,04-013-1010,28
AZ,4,5/1/20,77,Moderate,Ozone,04-013-1010,28
AZ,4,5/2/20,54,Moderate,Ozone,04-013-1010,28
AZ,4,5/3/20,80,Moderate,Ozone,04-013-1010,28
AZ,4,5/4/20,119,Unhealthy for Sensitive Groups,Ozone,04-013-1010,28
AZ,4,5/5/20,143,Unhealthy for Sensitive Groups,Ozone,04-013-1010,28
AZ,4,5/6/20,147,Unhealthy for Sensitive Groups,Ozone,04-013-1010,28
AZ,4,5/7/20,136,Unhealthy for Sensitive Groups,Ozone,04-013-9702,28
AZ,4,5/8/20,112,Unhealthy for Sensitive Groups,Ozone,04-013-9702,28
AZ,4,5/9/20,80,Moderate,Ozone,04-013-9702,28
AZ,4,5/10/20,97,Moderate,Ozone,04-013-1003,28
AZ,4,5/11/20,80,Moderate,Ozone,04-013-9702,28
AZ,4,5/12/20,64,Moderate,Ozone,04-013-9702,28
AZ,4,5/13/20,58,Moderate,Ozone,04-013-7024,28
AZ,4,5/14/20,97,Moderate,Ozone,04-013-9702,28
AZ,4,5/15/20,97,Moderate,Ozone,04-013-9702,28
AZ,4,5/16/20,80,Moderate,Ozone,04-013-7021,28
AZ,4,5/17/20,61,Moderate,Ozone,04-013-4010,28
AZ,4,5/18/20,61,Moderate,Ozone,04-013-4008,28
AZ,4,5/19/20,73,Moderate,PM10,04-013-4009,28
AZ,4,5/20/20,90,Moderate,Ozone,04-013-9702,28
AZ,4,5/21/20,101,Unhealthy for Sensitive Groups,Ozone,04-013-9702,28
AZ,4,5/22/20,93,Moderate,Ozone,04-013-4008,28
AZ,4,5/23/20,64,Moderate,Ozone,04-013-4008,28
AZ,4,5/24/20,71,Moderate,Ozone,04-013-9702,28
AZ,4,5/25/20,74,Moderate,Ozone,04-013-4005,28
AZ,4,5/26/20,101,Unhealthy for Sensitive Groups,Ozone,04-013-9702,28
AZ,4,5/27/20,90,Moderate,Ozone,04-013-7021,28
AZ,4,5/28/20,108,Unhealthy for Sensitive Groups,Ozone,04-013-9702,28
AZ,4,5/29/20,140,Unhealthy for Sensitive Groups,Ozone,04-013-1004,28
AZ,4,5/30/20,71,Moderate,Ozone,04-013-2001,28
AZ,4,5/31/20,87,Moderate,Ozone,04-013-3003,28
AZ,4,6/1/20,115,Unhealthy for Sensitive Groups,Ozone,04-013-1010,29
AZ,4,6/2/20,71,Moderate,Ozone,04-013-9702,29
AZ,4,6/3/20,115,Unhealthy for Sensitive Groups,Ozone,04-013-1010,29
AZ,4,6/4/20,129,Unhealthy for Sensitive Groups,Ozone,04-013-1004,29
AZ,4,6/5/20,67,Moderate,Ozone,04-013-9702,29
AZ,4,6/6/20,49,Good,Ozone,04-013-4008,29
AZ,4,6/7/20,58,Moderate,Ozone,04-013-4008,29
AZ,4,6/8/20,71,Moderate,Ozone,04-013-9702,29
AZ,4,6/9/20,54,Moderate,Ozone,04-013-7003,29
AZ,4,6/10/20,87,Moderate,Ozone,04-013-4010,29
AZ,4,6/11/20,105,Unhealthy for Sensitive Groups,Ozone,04-013-3003,29
AZ,4,6/12/20,84,Moderate,Ozone,04-013-4010,29
AZ,4,6/13/20,54,Moderate,Ozone,04-013-9508,29
AZ,4,6/14/20,77,Moderate,Ozone,04-013-4010,29
AZ,4,6/15/20,64,Moderate,Ozone,04-013-4010,29
AZ,4,6/16/20,74,Moderate,Ozone,04-013-4008,29
AZ,4,6/17/20,64,Moderate,Ozone,04-013-4008,29
AZ,4,6/18/20,71,Moderate,Ozone,04-013-4008,29
AZ,4,6/19/20,90,Moderate,Ozone,04-013-9508,29
AZ,4,6/20/20,67,Moderate,Ozone,04-013-4008,29
AZ,4,6/21/20,61,Moderate,Ozone,04-013-1010,29
AZ,4,6/22/20,77,Moderate,Ozone,04-013-1010,29
AZ,4,6/23/20,90,Moderate,Ozone,04-013-1010,29
AZ,4,6/24/20,108,Unhealthy for Sensitive Groups,Ozone,04-013-1010,29
AZ,4,6/25/20,74,Moderate,Ozone,04-013-4008,29
AZ,4,6/26/20,71,Moderate,Ozone,04-013-2005,29
AZ,4,6/27/20,67,Moderate,Ozone,04-013-2005,29
AZ,4,6/28/20,52,Moderate,PM10,04-013-4009,29
AZ,4,6/29/20,62,Moderate,PM10,04-013-4009,29
AZ,4,6/30/20,47,Good,PM10,04-013-4011,29
AZ,4,7/1/20,57,Moderate,PM10,04-013-4009,23
AZ,4,7/2/20,53,Moderate,PM10,04-013-4006,23
AZ,4,7/3/20,45,Good,PM10,04-013-4011,23
AZ,4,7/4/20,80,Moderate,PM2.5,04-013-4003,23
AZ,4,7/5/20,56,Moderate,PM2.5,04-013-1003,23
AZ,4,7/6/20,58,Moderate,PM10,04-013-4011,23
AZ,4,7/7/20,58,Moderate,Ozone,04-013-4004,23
AZ,4,7/8/20,51,Moderate,Ozone,04-013-3003,23
AZ,4,7/9/20,64,Moderate,Ozone,04-013-1010,23
AZ,4,7/10/20,54,Moderate,PM10,04-013-4009,23
AZ,4,7/11/20,53,Moderate,PM10,04-013-4009,23
AZ,4,7/12/20,77,Moderate,Ozone,04-013-1004,23
AZ,4,7/13/20,51,Moderate,Ozone,04-013-9704,23
AZ,4,7/14/20,71,Moderate,Ozone,04-013-1004,23
AZ,4,7/15/20,64,Moderate,Ozone,04-013-3003,23
AZ,4,7/16/20,58,Moderate,PM10,04-013-4009,23
AZ,4,7/17/20,54,Moderate,Ozone,04-013-4005,23
AZ,4,7/18/20,42,Good,Ozone,04-013-1010,23
AZ,4,7/19/20,46,Good,Ozone,04-013-1010,23
AZ,4,7/20/20,62,Moderate,PM10,04-013-4011,22
AZ,4,7/21/20,90,Moderate,Ozone,04-013-1010,22
AZ,4,7/22/20,93,Moderate,Ozone,04-013-9702,22
AZ,4,7/23/20,51,Moderate,PM10,04-013-4009,22
AZ,4,7/24/20,93,Moderate,Ozone,04-013-4010,22
AZ,4,7/25/20,87,Moderate,Ozone,04-013-1010,22
AZ,4,7/26/20,100,Moderate,Ozone,04-013-1003,22
AZ,4,7/27/20,101,Unhealthy for Sensitive Groups,Ozone,04-013-4010,23
AZ,4,7/28/20,105,Unhealthy for Sensitive Groups,Ozone,04-013-1003,23
AZ,4,7/29/20,105,Unhealthy for Sensitive Groups,Ozone,04-013-1010,22
AZ,4,7/30/20,97,Moderate,Ozone,04-013-1010,22
AZ,4,7/31/20,122,Unhealthy for Sensitive Groups,Ozone,04-013-3003,22
AZ,4,8/1/20,34,Good,Ozone,04-013-9997,8
AZ,4,8/2/20,37,Good,Ozone,04-013-9997,1
AZ,4,8/3/20,44,Good,Ozone,04-013-9997,1
AZ,4,8/4/20,51,Moderate,Ozone,04-013-9997,1
AZ,4,8/5/20,44,Good,Ozone,04-013-9997,1
AZ,4,8/6/20,48,Good,Ozone,04-013-9997,1
AZ,4,8/7/20,71,Moderate,Ozone,04-013-9997,1
AZ,4,8/8/20,50,Good,Ozone,04-013-9997,1
AZ,4,8/9/20,47,Good,Ozone,04-013-9997,1
AZ,4,8/10/20,43,Good,Ozone,04-013-9997,1
AZ,4,8/11/20,39,Good,Ozone,04-013-9997,1
AZ,4,8/12/20,47,Good,Ozone,04-013-9997,1
AZ,4,8/13/20,50,Good,Ozone,04-013-9997,1
AZ,4,8/14/20,64,Moderate,Ozone,04-013-9997,1
AZ,4,8/15/20,43,Good,Ozone,04-013-9997,1
AZ,4,8/16/20,93,Moderate,PM10,04-013-9997,1
AZ,4,8/17/20,84,Moderate,Ozone,04-013-9997,1
AZ,4,8/18/20,105,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,8/19/20,143,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,8/20/20,53,Moderate,PM10,04-013-9997,1
AZ,4,8/21/20,46,Good,PM2.5,04-013-9997,1
AZ,4,8/22/20,38,Good,Ozone,04-013-9997,1
AZ,4,8/23/20,58,Moderate,Ozone,04-013-9997,1
AZ,4,8/24/20,154,Unhealthy,Ozone,04-013-9997,1
AZ,4,8/25/20,156,Unhealthy,Ozone,04-013-9997,1
AZ,4,8/26/20,129,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,8/27/20,100,Moderate,Ozone,04-013-9997,1
AZ,4,8/28/20,87,Moderate,Ozone,04-013-9997,1
AZ,4,8/29/20,40,Good,PM2.5,04-013-9997,1
AZ,4,8/30/20,46,Good,Ozone,04-013-9997,1
AZ,4,8/31/20,48,Good,Ozone,04-013-9997,1
AZ,4,9/1/20,36,Good,Ozone,04-013-9997,1
AZ,4,9/2/20,38,Good,Ozone,04-013-9997,1
AZ,4,9/3/20,45,Good,Ozone,04-013-9997,1
AZ,4,9/4/20,71,Moderate,Ozone,04-013-9997,1
AZ,4,9/5/20,77,Moderate,Ozone,04-013-9997,1
AZ,4,9/6/20,58,Moderate,Ozone,04-013-9997,1
AZ,4,9/7/20,44,Good,Ozone,04-013-9997,1
AZ,4,9/8/20,52,Moderate,PM10,04-013-9997,1
AZ,4,9/9/20,44,Good,Ozone,04-013-9997,1
AZ,4,9/10/20,51,Moderate,Ozone,04-013-9997,1
AZ,4,9/11/20,39,Good,NO2,04-013-9997,1
AZ,4,9/12/20,51,Moderate,Ozone,04-013-9997,1
AZ,4,9/13/20,53,Moderate,PM2.5,04-013-9997,1
AZ,4,9/14/20,87,Moderate,Ozone,04-013-9997,1
AZ,4,9/15/20,115,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,9/16/20,115,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,9/17/20,90,Moderate,Ozone,04-013-9997,1
AZ,4,9/18/20,105,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,9/19/20,97,Moderate,Ozone,04-013-9997,1
AZ,4,9/20/20,101,Unhealthy for Sensitive Groups,Ozone,04-013-9997,1
AZ,4,9/21/20,74,Moderate,Ozone,04-013-9997,1
AZ,4,9/22/20,58,Moderate,Ozone,04-013-9997,1
AZ,4,9/23/20,47,Good,Ozone,04-013-9997,1
AZ,4,9/24/20,74,Moderate,Ozone,04-013-9997,1
AZ,4,9/25/20,54,Moderate,Ozone,04-013-9997,1
AZ,4,9/26/20,46,Good,Ozone,04-013-9997,1
AZ,4,9/27/20,48,Good,Ozone,04-013-9997,1
AZ,4,9/28/20,67,Moderate,Ozone,04-013-9997,1
AZ,4,9/29/20,55,Moderate,PM10,04-013-9997,1
AZ,4,9/30/20,71,Moderate,Ozone,04-013-9997,1
AZ,4,10/1/20,8,Good,CO,04-013-9997,1
AR,5,1/1/20,56,Moderate,PM2.5,05-119-1008,3
AR,5,1/2/20,63,Moderate,PM2.5,05-119-0007,3
AR,5,1/3/20,36,Good,PM2.5,05-119-1008,3
AR,5,1/4/20,32,Good,Ozone,05-119-0007,3
AR,5,1/5/20,48,Good,PM2.5,05-119-1008,3
AR,5,1/6/20,43,Good,PM2.5,05-119-1008,3
AR,5,1/7/20,36,Good,NO2,05-119-0007,3
AR,5,1/8/20,49,Good,PM2.5,05-119-1008,3
AR,5,1/9/20,32,Good,Ozone,05-119-1002,3
AR,5,1/10/20,48,Good,PM2.5,05-119-1008,3
AR,5,1/11/20,30,Good,Ozone,05-119-0007,3
AR,5,1/12/20,22,Good,Ozone,05-119-1002,3
AR,5,1/13/20,38,Good,PM2.5,05-119-1008,3
AR,5,1/14/20,35,Good,PM2.5,05-119-1008,3
AR,5,1/15/20,46,Good,PM2.5,05-119-1008,3
AR,5,1/16/20,28,Good,PM2.5,05-119-1008,3
AR,5,1/17/20,25,Good,PM2.5,05-119-1008,3
AR,5,1/18/20,33,Good,Ozone,05-119-0007,3
AR,5,1/19/20,34,Good,Ozone,05-119-0007,3
AR,5,1/20/20,31,Good,Ozone,05-119-1002,3
AR,5,1/21/20,35,Good,PM2.5,05-119-0007,3
AR,5,1/22/20,52,Moderate,PM2.5,05-119-1008,3
AR,5,1/23/20,28,Good,PM2.5,05-119-1008,3
AR,5,1/24/20,24,Good,Ozone,05-119-0007,3
AR,5,1/25/20,34,Good,PM2.5,05-119-1008,3
AR,5,1/26/20,40,Good,PM2.5,05-119-1008,3
AR,5,1/27/20,33,Good,PM2.5,05-119-1008,3
AR,5,1/28/20,57,Moderate,PM2.5,05-119-1008,3
AR,5,1/29/20,31,Good,PM2.5,05-119-1008,3
AR,5,1/30/20,51,Moderate,PM2.5,05-119-0007,3
AR,5,1/31/20,43,Good,PM2.5,05-119-1008,3
AR,5,2/1/20,31,Good,Ozone,05-119-0007,3
AR,5,2/2/20,39,Good,Ozone,05-119-1002,3
AR,5,2/3/20,36,Good,Ozone,05-119-1002,3
AR,5,2/4/20,26,Good,Ozone,05-119-1002,3
AR,5,2/5/20,19,Good,Ozone,05-119-1002,3
AR,5,2/6/20,21,Good,Ozone,05-119-0007,3
AR,5,2/7/20,32,Good,PM2.5,05-119-1008,3
AR,5,2/8/20,35,Good,Ozone,05-119-1002,3
AR,5,2/9/20,34,Good,Ozone,05-119-1002,3
AR,5,2/10/20,26,Good,Ozone,05-119-1002,3
AR,5,2/11/20,28,Good,Ozone,05-119-1002,3
AR,5,2/12/20,24,Good,Ozone,05-119-1002,3
AR,5,2/13/20,31,Good,Ozone,05-119-1002,3
AR,5,2/14/20,35,Good,NO2,05-119-0007,3
AR,5,2/15/20,31,Good,NO2,05-119-1002,3
AR,5,2/16/20,40,Good,PM2.5,05-119-1008,3
AR,5,2/17/20,31,Good,PM2.5,05-119-1008,3
AR,5,2/18/20,26,Good,Ozone,05-119-1008,3
AR,5,2/19/20,33,Good,Ozone,05-119-1002,3
AR,5,2/20/20,33,Good,Ozone,05-119-1002,3
AR,5,2/21/20,35,Good,Ozone,05-119-1002,3
AR,5,2/22/20,37,Good,NO2,05-119-0007,3
AR,5,2/23/20,33,Good,PM2.5,05-119-0007,3
AR,5,2/24/20,30,Good,Ozone,05-119-1002,3
AR,5,2/25/20,27,Good,Ozone,05-119-0007,3
AR,5,2/26/20,31,Good,Ozone,05-119-1002,3
AR,5,2/27/20,36,Good,Ozone,05-119-0007,3
AR,5,2/28/20,37,Good,Ozone,05-119-1002,3
AR,5,2/29/20,43,Good,Ozone,05-119-1002,3
AR,5,3/1/20,45,Good,Ozone,05-119-1002,3
AR,5,3/2/20,41,Good,PM2.5,05-119-1008,3
AR,5,3/3/20,50,Good,PM2.5,05-119-1008,3
AR,5,3/4/20,51,Moderate,PM2.5,05-119-1008,3
AR,5,3/5/20,44,Good,Ozone,05-119-0007,3
AR,5,3/6/20,42,Good,Ozone,05-119-0007,3
AR,5,3/7/20,63,Moderate,PM2.5,05-119-1008,3
AR,5,3/8/20,54,Moderate,PM2.5,05-119-1008,3
AR,5,3/9/20,40,Good,Ozone,05-119-1002,3
AR,5,3/10/20,28,Good,Ozone,05-119-1002,3
AR,5,3/11/20,33,Good,PM2.5,05-119-0007,3
AR,5,3/12/20,52,Moderate,PM2.5,05-119-1008,3
AR,5,3/13/20,33,Good,Ozone,05-119-1002,3
AR,5,3/14/20,26,Good,Ozone,05-119-1002,3
AR,5,3/15/20,31,Good,Ozone,05-119-1002,3
AR,5,3/16/20,37,Good,PM2.5,05-119-1008,3
AR,5,3/17/20,28,Good,PM2.5,05-119-1008,3
AR,5,3/18/20,32,Good,PM2.5,05-119-1008,3
AR,5,3/19/20,50,Good,PM2.5,05-119-1008,3
AR,5,3/20/20,26,Good,PM2.5,05-119-1008,3
AR,5,3/21/20,31,Good,Ozone,05-119-1002,3
AR,5,3/22/20,24,Good,Ozone,05-119-1002,3
AR,5,3/23/20,28,Good,Ozone,05-119-1002,3
AR,5,3/24/20,38,Good,PM2.5,05-119-1008,3
AR,5,3/25/20,32,Good,Ozone,05-119-1002,3
AR,5,3/26/20,53,Moderate,PM2.5,05-119-1008,3
AR,5,3/27/20,63,Moderate,PM2.5,05-119-1008,3
AR,5,3/28/20,50,Good,PM2.5,05-119-0007,3
AR,5,3/29/20,42,Good,Ozone,05-119-0007,3
AR,5,3/30/20,44,Good,Ozone,05-119-1002,3
AR,5,3/31/20,44,Good,Ozone,05-119-1002,3
AR,5,4/1/20,51,Moderate,Ozone,05-119-1002,3
AR,5,4/2/20,50,Good,PM2.5,05-119-1008,3
AR,5,4/3/20,51,Moderate,PM2.5,05-119-1008,3
AR,5,4/4/20,33,Good,PM2.5,05-119-0007,3
AR,5,4/5/20,59,Moderate,PM2.5,05-119-1008,3
AR,5,4/6/20,54,Moderate,PM2.5,05-119-1008,3
AR,5,4/7/20,55,Moderate,PM2.5,05-119-0007,3
AR,5,4/8/20,56,Moderate,PM2.5,05-119-0007,3
AR,5,4/9/20,48,Good,Ozone,05-119-0007,3
AR,5,4/10/20,41,Good,Ozone,05-119-1002,3
AR,5,4/11/20,40,Good,PM2.5,05-119-1008,3
AR,5,4/12/20,41,Good,Ozone,05-119-1002,3
AR,5,4/13/20,37,Good,Ozone,05-119-0007,3
AR,5,4/14/20,40,Good,Ozone,05-119-1002,3
AR,5,4/15/20,45,Good,Ozone,05-119-0007,3
AR,5,4/16/20,47,Good,Ozone,05-119-1002,3
AR,5,4/17/20,39,Good,Ozone,05-119-1002,3
AR,5,4/18/20,39,Good,Ozone,05-119-1002,3
AR,5,4/19/20,32,Good,PM2.5,05-119-1008,3
AR,5,4/20/20,46,Good,Ozone,05-119-1002,3
AR,5,4/21/20,46,Good,Ozone,05-119-1002,3
AR,5,4/22/20,34,Good,PM2.5,05-119-1008,3
AR,5,4/23/20,36,Good,Ozone,05-119-0007,3
AR,5,4/24/20,40,Good,Ozone,05-119-1002,3
AR,5,4/25/20,41,Good,Ozone,05-119-0007,3
AR,5,4/26/20,44,Good,Ozone,05-119-1002,3
AR,5,4/27/20,41,Good,Ozone,05-119-1002,3
AR,5,4/28/20,40,Good,Ozone,05-119-1002,3
AR,5,4/29/20,41,Good,Ozone,05-119-0007,3
AR,5,4/30/20,45,Good,Ozone,05-119-0007,3
AR,5,5/1/20,46,Good,Ozone,05-119-1002,3
AR,5,5/2/20,44,Good,Ozone,05-119-1002,3
AR,5,5/3/20,51,Moderate,PM2.5,05-119-1008,3
AR,5,5/4/20,41,Good,PM2.5,05-119-1008,3
AR,5,5/5/20,37,Good,Ozone,05-119-0007,3
AR,5,5/6/20,42,Good,Ozone,05-119-0007,3
AR,5,5/7/20,42,Good,Ozone,05-119-1002,3
AR,5,5/8/20,40,Good,Ozone,05-119-1002,3
AR,5,5/9/20,44,Good,Ozone,05-119-1002,3
AR,5,5/10/20,43,Good,Ozone,05-119-0007,3
AR,5,5/11/20,42,Good,Ozone,05-119-1002,3
AR,5,5/12/20,28,Good,PM2.5,05-119-1008,3
AR,5,5/13/20,43,Good,Ozone,05-119-1002,3
AR,5,5/14/20,38,Good,PM2.5,05-119-1008,3
AR,5,5/15/20,33,Good,Ozone,05-119-1002,3
AR,5,5/16/20,35,Good,Ozone,05-119-1002,3
AR,5,5/17/20,36,Good,Ozone,05-119-1002,3
AR,5,5/18/20,41,Good,Ozone,05-119-0007,3
AR,5,5/19/20,34,Good,Ozone,05-119-1002,3
AR,5,5/20/20,38,Good,Ozone,05-119-1002,3
AR,5,5/21/20,47,Good,Ozone,05-119-1002,3
AR,5,5/22/20,39,Good,Ozone,05-119-1002,3
AR,5,5/23/20,45,Good,Ozone,05-119-1002,3
AR,5,5/24/20,38,Good,PM2.5,05-119-0007,3
AR,5,5/25/20,45,Good,PM2.5,05-119-1008,3
AR,5,5/26/20,35,Good,Ozone,05-119-1002,3
AR,5,5/27/20,39,Good,Ozone,05-119-1002,3
AR,5,5/28/20,33,Good,Ozone,05-119-1002,3
AR,5,5/29/20,45,Good,Ozone,05-119-1002,3
AR,5,5/30/20,44,Good,Ozone,05-119-1002,3
AR,5,5/31/20,49,Good,Ozone,05-119-1002,3
AR,5,6/1/20,58,Moderate,Ozone,05-119-1002,3
AR,5,6/2/20,61,Moderate,Ozone,05-119-1002,3
AR,5,6/3/20,61,Moderate,PM2.5,05-119-1008,3
AR,5,6/4/20,54,Moderate,PM2.5,05-119-0007,3
AR,5,6/5/20,49,Good,PM2.5,05-119-0007,3
AR,5,6/6/20,49,Good,Ozone,05-119-1002,3
AR,5,6/7/20,64,Moderate,PM2.5,05-119-0007,3
AR,5,6/8/20,31,Good,Ozone,05-119-1002,3
AR,5,6/9/20,45,Good,PM2.5,05-119-0007,3
AR,5,6/10/20,36,Good,Ozone,05-119-0007,3
AR,5,6/11/20,44,Good,Ozone,05-119-1002,3
AR,5,6/12/20,44,Good,Ozone,05-119-1002,3
AR,5,6/13/20,52,Moderate,PM2.5,05-119-1008,3
AR,5,6/14/20,84,Moderate,Ozone,05-119-1002,3
AR,5,6/15/20,71,Moderate,Ozone,05-119-1002,3
AR,5,6/16/20,80,Moderate,Ozone,05-119-1002,3
AR,5,6/17/20,105,Unhealthy for Sensitive Groups,Ozone,05-119-1002,3
