State Name,Date,concat,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,COVID,,,state,date,concat,positive
CO,9/6/20,CO.43991,136,Unhealthy for Sensitive Groups,PM2.5,08-031-0026,5,not in list,,,SD,8/17/20,SD.8/17/20,76420
CO,9/7/20,CO.44021,111,Unhealthy for Sensitive Groups,PM2.5,08-031-0013,5,424201,,,VI,8/17/20,VI.8/17/20,6329
CO,9/8/20,CO.44052,13,Good,PM2.5,08-031-0027,5,not in list,,,GU,8/17/20,GU.8/17/20,5141
CO,9/9/20,CO.44083,29,Good,PM2.5,08-031-0026,4,not in list,,,NV,8/17/20,NV.8/17/20,450364
CO,9/10/20,CO.44113,46,Good,PM2.5,08-031-0027,4,not in list,,,NJ,8/17/20,NJ.8/17/20,1322318
CO,9/11/20,CO.44144,59,Moderate,PM2.5,08-031-0028,5,not in list,,,RI,8/17/20,RI.8/17/20,147120
CO,9/12/20,CO.44174,37,Good,PM2.5,08-031-0027,5,not in list,,,AS,8/17/20,AS.8/17/20,0
CO,9/13/20,CO.9/13/20,30,Good,PM2.5,08-031-0013,5,not in list,,,ID,8/17/20,ID.8/17/20,202968
CO,9/14/20,CO.9/14/20,38,Good,PM2.5,08-031-0028,5,446292,,,TX,8/17/20,TX.8/17/20,3968687
CO,9/15/20,CO.9/15/20,61,Moderate,PM2.5,08-031-0028,5,not in list,,,SC,8/17/20,SC.8/17/20,771615
CO,9/16/20,CO.9/16/20,116,Unhealthy for Sensitive Groups,PM2.5,08-031-0028,5,not in list,,,NE,8/17/20,NE.8/17/20,219071
CO,9/17/20,CO.9/17/20,114,Unhealthy for Sensitive Groups,PM2.5,08-031-0028,5,not in list,,,IN,8/17/20,IN.8/17/20,590618
CO,9/18/20,CO.9/18/20,129,Unhealthy for Sensitive Groups,PM2.5,08-031-0028,5,not in list,,,ME,8/17/20,ME.8/17/20,29993
CO,9/19/20,CO.9/19/20,78,Moderate,PM2.5,08-031-0028,5,not in list,,,TN,8/17/20,TN.8/17/20,984221
CO,9/20/20,CO.9/20/20,75,Moderate,PM2.5,08-031-0028,5,not in list,,,AL,8/17/20,AL.8/17/20,793360
CO,9/21/20,CO.9/21/20,68,Moderate,PM2.5,08-031-0028,5,474944,,,WY,8/24/20,WY.8/24/20,26249
CO,9/22/20,CO.9/22/20,59,Moderate,PM2.5,08-031-0028,5,not in list,,,TX,8/24/20,TX.8/24/20,4208225
CO,9/23/20,CO.9/23/20,70,Moderate,PM2.5,08-031-0028,5,not in list,,,PR,8/24/20,PR.8/24/20,102888
CO,9/24/20,CO.9/24/20,64,Moderate,PM2.5,08-031-0028,5,not in list,,,NY,8/24/20,NY.8/24/20,3029270
CO,9/25/20,CO.9/25/20,73,Moderate,PM2.5,08-031-0028,5,not in list,,,UT,8/24/20,UT.8/24/20,356813
CO,9/26/20,CO.9/26/20,99,Moderate,PM2.5,08-031-0013,5,not in list,,,SD,8/24/20,SD.8/24/20,87894
CO,9/27/20,CO.9/27/20,30,Good,PM2.5,08-031-0028,5,not in list,,,WA,8/24/20,WA.8/24/20,510191
CO,9/28/20,CO.9/28/20,33,Good,PM2.5,08-031-0028,5,502845,,,OH,8/24/20,OH.8/24/20,839790
CO,9/29/20,CO.9/29/20,69,Moderate,PM2.5,08-031-0002,4,not in list,,,VT,8/24/20,VT.8/24/20,11148
CO,9/30/20,CO.9/30/20,69,Moderate,PM2.5,08-031-0026,4,not in list,,,RI,8/24/20,RI.8/24/20,151807
CO,10/1/20,CO.43840,59,Moderate,PM2.5,08-031-0002,1,not in list,,,WI,8/24/20,WI.8/24/20,550868
CO,10/2/20,CO.43871,59,Moderate,PM2.5,08-031-0002,1,not in list,,,OK,8/24/20,OK.8/24/20,394926
CO,10/3/20,CO.43900,52,Moderate,PM2.5,08-031-0026,2,not in list,,,PA,8/24/20,PA.8/24/20,924081
CO,10/4/20,CO.43931,41,Good,PM2.5,08-031-0002,1,not in list,,,TN,8/24/20,TN.8/24/20,1053092
CO,10/5/20,CO.43961,61,Moderate,PM2.5,08-031-0002,1,536657,,,AL,8/24/20,AL.8/24/20,854886
CO,10/6/20,CO.43992,64,Moderate,PM2.5,08-031-0027,3,not in list,,,NV,8/24/20,NV.8/24/20,474748
CO,10/7/20,CO.44022,74,Moderate,PM2.5,08-031-0002,1,not in list,,,OR,8/24/20,OR.8/24/20,182337
CO,10/8/20,CO.44053,83,Moderate,PM2.5,08-031-0002,1,not in list,,,AK,8/24/20,AK.8/24/20,35631
CO,10/9/20,CO.44084,71,Moderate,PM2.5,08-031-0026,2,not in list,,,VA,8/24/20,VA.8/24/20,822293
CO,10/10/20,CO.44114,77,Moderate,PM2.5,08-031-0002,1,not in list,,,WV,8/24/20,WV.8/24/20,68719
CO,10/11/20,CO.44145,47,Good,PM2.5,08-031-0002,1,not in list,,,NM,8/24/20,NM.8/24/20,175042
CT,1/1/20,CT.43831,14,Good,PM2.5,09-001-0010,3,not in list,,,SC,8/24/20,SC.8/24/20,812695
CT,1/2/20,CT.43862,39,Good,PM2.5,09-001-0010,3,not in list,,,VI,8/24/20,VI.8/24/20,7536
CT,1/3/20,CT.43891,59,Moderate,PM2.5,09-001-0010,3,not in list,,,AZ,8/24/20,AZ.8/24/20,1404312
CT,1/4/20,CT.43922,55,Moderate,PM2.5,09-001-0010,3,not in list,,,NE,8/24/20,NE.8/24/20,231458
CT,1/5/20,CT.43952,10,Good,PM2.5,09-001-1123,3,not in list,,,AR,8/24/20,AR.8/24/20,416183
CT,1/6/20,CT.43983,31,Good,PM2.5,09-001-0010,3,not in list,,,IA,8/24/20,IA.8/24/20,424083
CT,1/7/20,CT.44013,35,Good,PM2.5,09-001-1123,3,not in list,,,MN,8/24/20,MN.8/24/20,512883
CT,1/8/20,CT.44044,32,Good,PM2.5,09-001-0010,3,not in list,,,CO,8/24/20,CO.8/24/20,396597
CT,1/9/20,CT.44075,20,Good,PM2.5,09-001-1123,3,not in list,,,ID,8/24/20,ID.8/24/20,217375
CT,1/10/20,CT.44105,39,Good,PM2.5,09-001-1123,3,not in list,,,AS,8/24/20,AS.8/24/20,0
CT,1/11/20,CT.44136,45,Good,PM2.5,09-001-0010,3,not in list,,,ND,8/24/20,ND.8/24/20,77553
CT,1/12/20,CT.44166,24,Good,PM2.5,09-001-0010,3,not in list,,,NH,8/24/20,NH.8/24/20,50494
CT,1/13/20,CT.1/13/20,36,Good,PM2.5,09-001-1123,3,not in list,,,CA,8/24/20,CA.8/24/20,4822414
CT,1/14/20,CT.1/14/20,47,Good,PM2.5,09-001-0010,3,not in list,,,HI,8/24/20,HI.8/24/20,53102
CT,1/15/20,CT.1/15/20,55,Moderate,PM2.5,09-001-0010,3,not in list,,,NC,8/24/20,NC.8/24/20,1138809
CT,1/16/20,CT.1/16/20,38,Good,PM2.5,09-001-0010,3,not in list,,,MI,8/24/20,MI.8/24/20,776283
CT,1/17/20,CT.1/17/20,14,Good,PM2.5,09-001-0010,3,not in list,,,DC,8/24/20,DC.8/24/20,96927
CT,1/18/20,CT.1/18/20,25,Good,PM2.5,09-001-1123,3,not in list,,,KS,8/24/20,KS.8/24/20,284031
CT,1/19/20,CT.1/19/20,27,Good,PM2.5,09-001-0010,3,not in list,,,ME,8/24/20,ME.8/24/20,31134
CT,1/20/20,CT.1/20/20,13,Good,NO2,09-001-9003,3,not in list,,,MD,8/24/20,MD.8/24/20,746593
CT,1/21/20,CT.1/21/20,36,Good,NO2,09-001-9003,3,not in list,,,CT,8/24/20,CT.8/24/20,366974
CT,1/22/20,CT.1/22/20,66,Moderate,PM2.5,09-001-1123,3,not in list,,,KY,8/24/20,KY.8/24/20,326538
CT,1/23/20,CT.1/23/20,83,Moderate,PM2.5,09-001-1123,3,not in list,,,LA,8/24/20,LA.8/24/20,1027465
CT,1/24/20,CT.1/24/20,78,Moderate,PM2.5,09-001-0010,3,not in list,,,MA,8/24/20,MA.8/24/20,892676
CT,1/25/20,CT.1/25/20,39,Good,PM2.5,09-001-1123,3,not in list,,,IN,8/24/20,IN.8/24/20,639540
CT,1/26/20,CT.1/26/20,22,Good,NO2,09-001-9003,3,not in list,,,DE,8/24/20,DE.8/24/20,120128
CT,1/27/20,CT.1/27/20,21,Good,PM2.5,09-001-0010,3,not in list,,,IL,8/24/20,IL.8/24/20,1616714
CT,1/28/20,CT.1/28/20,11,Good,PM2.5,09-001-1123,3,not in list,,,MS,8/24/20,MS.8/24/20,568960
CT,1/29/20,CT.1/29/20,11,Good,PM2.5,09-001-1123,3,not in list,,,MO,8/24/20,MO.8/24/20,565806
CT,1/30/20,CT.1/30/20,33,Good,NO2,09-001-9003,3,not in list,,,MT,8/24/20,MT.8/24/20,49413
CT,1/31/20,CT.1/31/20,62,Moderate,PM2.5,09-001-1123,3,not in list,,,NJ,8/24/20,NJ.8/24/20,1336802
CT,2/1/20,CT.43832,70,Moderate,PM2.5,09-001-1123,3,not in list,,,FL,8/24/20,FL.8/24/20,4259293
CT,2/2/20,CT.43863,55,Moderate,PM2.5,09-001-0010,3,not in list,,,GA,8/24/20,GA.8/24/20,1854592
CT,2/3/20,CT.43892,43,Good,PM2.5,09-001-0010,3,not in list,,,GU,8/24/20,GU.8/24/20,8712
CT,2/4/20,CT.43923,58,Moderate,PM2.5,09-001-0010,3,not in list,,,MP,8/24/20,MP.8/24/20,384
CT,2/5/20,CT.43953,23,Good,PM2.5,09-001-1123,3,not in list,,,NC,8/31/20,NC.8/31/20,1217075
CT,2/6/20,CT.43984,28,Good,PM2.5,09-001-0010,3,not in list,,,NV,8/31/20,NV.8/31/20,495119
CT,2/7/20,CT.44014,19,Good,NO2,09-001-9003,3,not in list,,,MI,8/31/20,MI.8/31/20,812610
CT,2/8/20,CT.44045,25,Good,NO2,09-001-9003,3,not in list,,,PR,8/31/20,PR.8/31/20,112900
CT,2/9/20,CT.44076,46,Good,PM2.5,09-001-1123,3,not in list,,,DE,8/31/20,DE.8/31/20,124673
CT,2/10/20,CT.44106,51,Moderate,PM2.5,09-001-0010,3,not in list,,,TN,8/31/20,TN.8/31/20,1125900
CT,2/11/20,CT.44137,44,Good,PM2.5,09-001-1123,3,not in list,,,DC,8/31/20,DC.8/31/20,99279
CT,2/12/20,CT.44167,37,Good,PM2.5,09-001-0010,3,not in list,,,MP,8/31/20,MP.8/31/20,402
CT,2/13/20,CT.2/13/20,30,Good,PM2.5,09-001-1123,3,not in list,,,GA,8/31/20,GA.8/31/20,1952506
CT,2/14/20,CT.2/14/20,31,Good,NO2,09-001-9003,3,not in list,,,KS,8/31/20,KS.8/31/20,313066
CT,2/15/20,CT.2/15/20,22,Good,PM2.5,09-001-1123,3,not in list,,,ME,8/31/20,ME.8/31/20,32414
CT,2/16/20,CT.2/16/20,52,Moderate,PM2.5,09-001-0010,3,not in list,,,IN,8/31/20,IN.8/31/20,684538
CT,2/17/20,CT.2/17/20,56,Moderate,PM2.5,09-001-1123,3,not in list,,,WA,8/31/20,WA.8/31/20,531213
CT,2/18/20,CT.2/18/20,41,Good,PM2.5,09-001-1123,3,not in list,,,AL,8/31/20,AL.8/31/20,912623
CT,2/19/20,CT.2/19/20,23,Good,PM2.5,09-001-0010,3,not in list,,,IL,8/31/20,IL.8/31/20,1722068
CT,2/20/20,CT.2/20/20,18,Good,PM2.5,09-001-1123,3,not in list,,,ND,8/31/20,ND.8/31/20,90624
CT,2/21/20,CT.2/21/20,22,Good,NO2,09-001-9003,3,not in list,,,FL,8/31/20,FL.8/31/20,4430312
CT,2/22/20,CT.2/22/20,44,Good,PM2.5,09-001-0010,3,not in list,,,MA,8/31/20,MA.8/31/20,860872
CT,2/23/20,CT.2/23/20,63,Moderate,PM2.5,09-001-1123,3,not in list,,,NY,8/31/20,NY.8/31/20,3065100
CT,2/24/20,CT.2/24/20,63,Moderate,PM2.5,09-001-0010,3,not in list,,,LA,8/31/20,LA.8/31/20,1064439
CT,2/25/20,CT.2/25/20,61,Moderate,PM2.5,09-001-1123,3,not in list,,,CT,8/31/20,CT.8/31/20,372783
CT,2/26/20,CT.2/26/20,45,Good,PM2.5,09-001-1123,3,not in list,,,MD,8/31/20,MD.8/31/20,775634
CT,2/27/20,CT.2/27/20,14,Good,NO2,09-001-9003,3,not in list,,,WI,8/31/20,WI.8/31/20,589916
CT,2/28/20,CT.2/28/20,25,Good,PM2.5,09-001-0010,3,not in list,,,SD,8/31/20,SD.8/31/20,101983
CT,2/29/20,CT.2/29/20,20,Good,PM2.5,09-001-1123,3,not in list,,,MS,8/31/20,MS.8/31/20,599500
CT,3/1/20,CT.43833,43,Good,Ozone,09-001-0017,5,not in list,,,NE,8/31/20,NE.8/31/20,246677
CT,3/2/20,CT.43864,62,Moderate,PM2.5,09-001-1123,5,2,,,RI,8/31/20,RI.8/31/20,156041
CT,3/3/20,CT.43893,59,Moderate,PM2.5,09-001-0010,5,not in list,,,OK,8/31/20,OK.8/31/20,433598
CT,3/4/20,CT.43924,43,Good,Ozone,09-001-0017,5,not in list,,,VT,8/31/20,VT.8/31/20,11459
CT,3/5/20,CT.43954,38,Good,Ozone,09-001-0017,5,not in list,,,KY,8/31/20,KY.8/31/20,360040
CT,3/6/20,CT.43985,41,Good,Ozone,09-001-3007,5,not in list,,,TX,8/31/20,TX.8/31/20,4409171
CT,3/7/20,CT.44015,44,Good,Ozone,09-001-0017,5,not in list,,,GU,8/31/20,GU.8/31/20,11133
CT,3/8/20,CT.44046,37,Good,Ozone,09-001-0017,1,not in list,,,AZ,8/31/20,AZ.8/31/20,1431083
CT,3/9/20,CT.44077,44,Good,Ozone,09-001-1123,4,74,,,VI,8/31/20,VI.8/31/20,8114
CT,3/10/20,CT.44107,54,Moderate,PM2.5,09-001-0010,5,not in list,,,HI,8/31/20,HI.8/31/20,64339
CT,3/11/20,CT.44138,38,Good,Ozone,09-001-0017,5,not in list,,,MT,8/31/20,MT.8/31/20,55834
CT,3/12/20,CT.44168,37,Good,Ozone,09-001-0017,5,not in list,,,OR,8/31/20,OR.8/31/20,193048
CT,3/13/20,CT.3/13/20,44,Good,Ozone,09-001-0017,5,not in list,,,NM,8/31/20,NM.8/31/20,181085
CT,3/14/20,CT.3/14/20,41,Good,Ozone,09-001-0017,5,not in list,,,AR,8/31/20,AR.8/31/20,448523
CT,3/15/20,CT.3/15/20,43,Good,Ozone,09-001-1123,5,not in list,,,WV,8/31/20,WV.8/31/20,77307
CT,3/16/20,CT.3/16/20,43,Good,Ozone,09-001-0017,5,1231,,,VA,8/31/20,VA.8/31/20,872828
CT,3/17/20,CT.3/17/20,39,Good,Ozone,09-001-3007,5,not in list,,,IA,8/31/20,IA.8/31/20,465318
CT,3/18/20,CT.3/18/20,44,Good,Ozone,09-001-0017,5,not in list,,,MN,8/31/20,MN.8/31/20,552221
CT,3/19/20,CT.3/19/20,41,Good,Ozone,09-001-0017,5,not in list,,,AK,8/31/20,AK.8/31/20,39044
CT,3/20/20,CT.3/20/20,53,Moderate,PM2.5,09-001-0010,5,not in list,,,CA,8/31/20,CA.8/31/20,5053927
CT,3/21/20,CT.3/21/20,44,Good,Ozone,09-001-0017,5,not in list,,,UT,8/31/20,UT.8/31/20,376355
CT,3/22/20,CT.3/22/20,44,Good,Ozone,09-001-0017,5,not in list,,,PA,8/31/20,PA.8/31/20,962643
CT,3/23/20,CT.3/23/20,42,Good,Ozone,09-001-0017,5,9884,,,AS,8/31/20,AS.8/31/20,0
CT,3/24/20,CT.3/24/20,43,Good,Ozone,09-001-0017,5,not in list,,,OH,8/31/20,OH.8/31/20,897612
CT,3/25/20,CT.3/25/20,40,Good,Ozone,09-001-0017,5,not in list,,,SC,8/31/20,SC.8/31/20,860218
CT,3/26/20,CT.3/26/20,44,Good,Ozone,09-001-1123,5,not in list,,,ID,8/31/20,ID.8/31/20,230387
CT,3/27/20,CT.3/27/20,48,Good,Ozone,09-001-0017,5,not in list,,,WY,8/31/20,WY.8/31/20,27775
CT,3/28/20,CT.3/28/20,46,Good,Ozone,09-001-0017,5,not in list,,,NH,8/31/20,NH.8/31/20,51656
CT,3/29/20,CT.3/29/20,46,Good,Ozone,09-001-0017,5,not in list,,,CO,8/31/20,CO.8/31/20,410486
CT,3/30/20,CT.3/30/20,38,Good,Ozone,09-001-0017,5,33280,,,MO,8/31/20,MO.8/31/20,631769
CT,3/31/20,CT.3/31/20,42,Good,Ozone,09-001-3007,5,not in list,,,NJ,8/31/20,NJ.8/31/20,1353475
CT,4/1/20,CT.43834,47,Good,Ozone,09-001-0017,5,not in list,,,CA,9/7/20,CA.44021,5229493
CT,4/2/20,CT.43865,43,Good,Ozone,09-001-0017,5,not in list,,,MA,9/7/20,MA.44021,868083
CT,4/3/20,CT.43894,37,Good,Ozone,09-001-0017,5,not in list,,,MI,9/7/20,MI.44021,852265
CT,4/4/20,CT.43925,44,Good,Ozone,09-001-0017,5,not in list,,,NY,9/7/20,NY.44021,3099387
CT,4/5/20,CT.43955,43,Good,PM2.5,09-001-0010,5,not in list,,,CO,9/7/20,CO.44021,424201
CT,4/6/20,CT.43986,44,Good,Ozone,09-001-0017,5,72810,,,OR,9/7/20,OR.44021,202322
CT,4/7/20,CT.44016,51,Moderate,Ozone,09-001-0017,5,not in list,,,CT,9/7/20,CT.44021,379619
CT,4/8/20,CT.44047,44,Good,Ozone,09-001-0017,5,not in list,,,MO,9/7/20,MO.44021,696299
CT,4/9/20,CT.44078,46,Good,Ozone,09-001-0017,5,not in list,,,OK,9/7/20,OK.44021,473560
CT,4/10/20,CT.44108,41,Good,Ozone,09-001-0017,5,not in list,,,RI,9/7/20,RI.44021,160182
CT,4/11/20,CT.44139,48,Good,Ozone,09-001-0017,5,not in list,,,MN,9/7/20,MN.44021,581289
CT,4/12/20,CT.44169,51,Moderate,Ozone,09-001-0017,5,not in list,,,MP,9/7/20,MP.44021,417
CT,4/13/20,CT.4/13/20,49,Good,Ozone,09-001-0017,5,115611,,,PR,9/7/20,PR.44021,121526
CT,4/14/20,CT.4/14/20,48,Good,Ozone,09-001-0017,5,not in list,,,AR,9/7/20,AR.44021,481354
CT,4/15/20,CT.4/15/20,48,Good,Ozone,09-001-0017,5,not in list,,,OH,9/7/20,OH.44021,946826
CT,4/16/20,CT.4/16/20,44,Good,Ozone,09-001-0017,5,not in list,,,ME,9/7/20,ME.44021,33599
CT,4/17/20,CT.4/17/20,48,Good,Ozone,09-001-0017,5,not in list,,,MT,9/7/20,MT.44021,61350
CT,4/18/20,CT.4/18/20,47,Good,Ozone,09-001-0017,5,not in list,,,MD,9/7/20,MD.44021,803905
CT,4/19/20,CT.4/19/20,58,Moderate,Ozone,09-001-0017,5,not in list,,,PA,9/7/20,PA.44021,999160
CT,4/20/20,CT.4/20/20,44,Good,Ozone,09-001-0017,5,164970,,,WV,9/7/20,WV.44021,85700
CT,4/21/20,CT.4/21/20,44,Good,Ozone,09-001-0017,5,not in list,,,NC,9/7/20,NC.44021,1275664
CT,4/22/20,CT.4/22/20,44,Good,Ozone,09-001-0017,5,not in list,,,FL,9/7/20,FL.44021,4554574
CT,4/23/20,CT.4/23/20,39,Good,Ozone,09-001-0017,5,not in list,,,SC,9/7/20,SC.44021,902281
CT,4/24/20,CT.4/24/20,41,Good,Ozone,09-001-0017,5,not in list,,,IL,9/7/20,IL.44021,1817662
CT,4/25/20,CT.4/25/20,48,Good,Ozone,09-001-0017,5,not in list,,,TX,9/7/20,TX.44021,4571215
CT,4/26/20,CT.4/26/20,44,Good,Ozone,09-001-3007,5,not in list,,,WY,9/7/20,WY.44021,29752
CT,4/27/20,CT.4/27/20,41,Good,Ozone,09-001-0017,5,196881,,,NH,9/7/20,NH.44021,53243
CT,4/28/20,CT.4/28/20,45,Good,Ozone,09-001-0017,5,not in list,,,ND,9/7/20,ND.44021,103668
CT,4/29/20,CT.4/29/20,44,Good,Ozone,09-001-3007,5,not in list,,,ID,9/7/20,ID.44021,242045
CT,4/30/20,CT.4/30/20,47,Good,Ozone,09-001-0017,5,not in list,,,AS,9/7/20,AS.44021,0
CT,5/1/20,CT.43835,51,Moderate,Ozone,09-001-0017,5,not in list,,,UT,9/7/20,UT.44021,397286
CT,5/2/20,CT.43866,41,Good,Ozone,09-001-0017,5,not in list,,,AK,9/7/20,AK.44021,42723
CT,5/3/20,CT.43895,61,Moderate,Ozone,09-001-3007,5,not in list,,,IN,9/7/20,IN.44021,724918
CT,5/4/20,CT.43926,44,Good,Ozone,09-001-0017,5,226114,,,IA,9/7/20,IA.44021,497252
CT,5/5/20,CT.43956,48,Good,Ozone,09-001-0017,5,not in list,,,WA,9/7/20,WA.44021,552162
CT,5/6/20,CT.43987,40,Good,Ozone,09-001-0017,5,not in list,,,NM,9/7/20,NM.44021,185705
CT,5/7/20,CT.44017,47,Good,Ozone,09-001-0017,5,not in list,,,HI,9/7/20,HI.44021,72941
CT,5/8/20,CT.44048,46,Good,Ozone,09-001-0017,5,not in list,,,VI,9/7/20,VI.44021,8432
CT,5/9/20,CT.44079,33,Good,Ozone,09-001-0017,5,not in list,,,DE,9/7/20,DE.44021,130060
CT,5/10/20,CT.44109,50,Good,Ozone,09-001-0017,5,not in list,,,NJ,9/7/20,NJ.44021,1370898
CT,5/11/20,CT.44140,40,Good,Ozone,09-001-3007,5,252975,,,GU,9/7/20,GU.44021,12889
CT,5/12/20,CT.44170,48,Good,Ozone,09-001-0017,5,not in list,,,GA,9/7/20,GA.44021,2035097
CT,5/13/20,CT.5/13/20,49,Good,Ozone,09-001-0017,5,not in list,,,VT,9/7/20,VT.44021,11693
CT,5/14/20,CT.5/14/20,58,Moderate,Ozone,09-001-1123,5,not in list,,,VA,9/7/20,VA.44021,921186
CT,5/15/20,CT.5/15/20,100,Moderate,Ozone,09-001-0017,5,not in list,,,NV,9/7/20,NV.44021,510285
CT,5/16/20,CT.5/16/20,42,Good,Ozone,09-001-0017,5,not in list,,,MS,9/7/20,MS.44021,622193
CT,5/17/20,CT.5/17/20,46,Good,Ozone,09-001-1123,5,not in list,,,NE,9/7/20,NE.44021,261026
CT,5/18/20,CT.5/18/20,48,Good,Ozone,09-001-0017,5,277658,,,DC,9/7/20,DC.44021,101420
CT,5/19/20,CT.5/19/20,41,Good,Ozone,09-001-1123,4,not in list,,,SD,9/7/20,SD.44021,112801
CT,5/20/20,CT.5/20/20,43,Good,Ozone,09-001-3007,5,not in list,,,TN,9/7/20,TN.44021,1187426
CT,5/21/20,CT.5/21/20,49,Good,Ozone,09-001-1123,5,not in list,,,AZ,9/7/20,AZ.44021,1452476
CT,5/22/20,CT.5/22/20,46,Good,Ozone,09-001-1123,5,not in list,,,KS,9/7/20,KS.44021,336791
CT,5/23/20,CT.5/23/20,40,Good,Ozone,09-001-0017,5,not in list,,,WI,9/7/20,WI.44021,641305
CT,5/24/20,CT.5/24/20,40,Good,Ozone,09-001-1123,5,not in list,,,LA,9/7/20,LA.44021,1098063
CT,5/25/20,CT.5/25/20,31,Good,Ozone,09-001-3007,5,292878,,,KY,9/7/20,KY.44021,388414
CT,5/26/20,CT.5/26/20,43,Good,Ozone,09-001-1123,5,not in list,,,AL,9/7/20,AL.44021,956151
CT,5/27/20,CT.5/27/20,37,Good,Ozone,09-001-1123,5,not in list,,,OR,9/14/20,OR.9/14/20,212099
CT,5/28/20,CT.5/28/20,32,Good,PM2.5,09-001-0010,5,not in list,,,RI,9/14/20,RI.9/14/20,165326
CT,5/29/20,CT.5/29/20,28,Good,PM2.5,09-001-0010,5,not in list,,,HI,9/14/20,HI.9/14/20,78633
CT,5/30/20,CT.5/30/20,44,Good,Ozone,09-001-3007,5,not in list,,,WI,9/14/20,WI.9/14/20,720543
CT,5/31/20,CT.5/31/20,35,Good,Ozone,09-001-0017,4,not in list,,,VI,9/14/20,VI.9/14/20,8717
CT,6/1/20,CT.43836,41,Good,Ozone,09-001-0017,5,304647,,,CT,9/14/20,CT.9/14/20,388188
CT,6/2/20,CT.43867,49,Good,Ozone,09-001-0017,5,not in list,,,DE,9/14/20,DE.9/14/20,135737
CT,6/3/20,CT.43896,64,Moderate,Ozone,09-001-3007,5,not in list,,,MO,9/14/20,MO.9/14/20,769113
CT,6/4/20,CT.43927,115,Unhealthy for Sensitive Groups,Ozone,09-001-0017,5,not in list,,,GU,9/14/20,GU.9/14/20,14479
CT,6/5/20,CT.43957,55,Moderate,PM2.5,09-001-0010,5,not in list,,,GA,9/14/20,GA.9/14/20,2118044
CT,6/6/20,CT.43988,90,Moderate,Ozone,09-001-0017,5,not in list,,,MP,9/14/20,MP.9/14/20,445
CT,6/7/20,CT.44018,43,Good,PM2.5,09-001-1123,5,not in list,,,OK,9/14/20,OK.9/14/20,522002
CT,6/8/20,CT.44049,40,Good,Ozone,09-001-3007,5,312993,,,LA,9/14/20,LA.9/14/20,1126864
CT,6/9/20,CT.44080,143,Unhealthy for Sensitive Groups,Ozone,09-001-0017,5,not in list,,,SC,9/14/20,SC.9/14/20,952428
CT,6/10/20,CT.44110,80,Moderate,Ozone,09-001-1123,5,not in list,,,VT,9/14/20,VT.9/14/20,11975
CT,6/11/20,CT.44141,51,Moderate,PM2.5,09-001-0010,5,not in list,,,MA,9/14/20,MA.9/14/20,886319
CT,6/12/20,CT.44171,54,Moderate,Ozone,09-001-3007,5,not in list,,,WV,9/14/20,WV.9/14/20,95384
CT,6/13/20,CT.6/13/20,36,Good,Ozone,09-001-0017,5,not in list,,,DC,9/14/20,DC.9/14/20,103907
CT,6/14/20,CT.6/14/20,35,Good,Ozone,09-001-1123,5,not in list,,,VA,9/14/20,VA.9/14/20,969339
CT,6/15/20,CT.6/15/20,38,Good,Ozone,09-001-1123,5,319027,,,IN,9/14/20,IN.9/14/20,767658
CT,6/16/20,CT.6/16/20,44,Good,Ozone,09-001-1123,4,not in list,,,TN,9/14/20,TN.9/14/20,1260317
CT,6/17/20,CT.6/17/20,39,Good,Ozone,09-001-1123,5,not in list,,,PR,9/14/20,PR.9/14/20,134392
CT,6/18/20,CT.6/18/20,24,Good,Ozone,09-001-1123,5,not in list,,,IL,9/14/20,IL.9/14/20,1906821
CT,6/19/20,CT.6/19/20,61,Moderate,Ozone,09-001-1123,5,not in list,,,ME,9/14/20,ME.9/14/20,35046
CT,6/20/20,CT.6/20/20,80,Moderate,Ozone,09-001-0017,5,not in list,,,MI,9/14/20,MI.9/14/20,890769
CT,6/21/20,CT.6/21/20,77,Moderate,Ozone,09-001-3007,5,not in list,,,CO,9/14/20,CO.9/14/20,446292
CT,6/22/20,CT.6/22/20,100,Moderate,Ozone,09-001-0017,5,322736,,,TX,9/14/20,TX.9/14/20,4777567
CT,6/23/20,CT.6/23/20,64,Moderate,Ozone,09-001-1123,5,not in list,,,MD,9/14/20,MD.9/14/20,833182
CT,6/24/20,CT.6/24/20,51,Moderate,Ozone,09-001-3007,5,not in list,,,PA,9/14/20,PA.9/14/20,1041045
CT,6/25/20,CT.6/25/20,93,Moderate,Ozone,09-001-9003,5,not in list,,,KS,9/14/20,KS.9/14/20,362453
CT,6/26/20,CT.6/26/20,90,Moderate,Ozone,09-001-3007,5,not in list,,,AS,9/14/20,AS.9/14/20,0
CT,6/27/20,CT.6/27/20,58,Moderate,Ozone,09-001-3007,5,not in list,,,AR,9/14/20,AR.9/14/20,518116
CT,6/28/20,CT.6/28/20,64,Moderate,Ozone,09-001-3007,5,not in list,,,SD,9/14/20,SD.9/14/20,126055
CT,6/29/20,CT.6/29/20,36,Good,Ozone,09-001-0017,5,326859,,,UT,9/14/20,UT.9/14/20,432198
CT,6/30/20,CT.6/30/20,44,Good,Ozone,09-001-3007,5,not in list,,,AK,9/14/20,AK.9/14/20,46587
DE,1/1/20,DE.43831,35,Good,PM2.5,10-003-2004,6,not in list,,,FL,9/14/20,FL.9/14/20,4686618
